reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,,1,2,3,4,5,avg
ed5c99e8-0057-4b8d-8c84-4d899bfb5735,Lady Huntress,https://play-lh.googleusercontent.com/a/ACg8ocKankbVDNiLFnzI8LKKX3day1-FldDD9GIheNty9UxQw-OCyg=mo,Thank you grab,5,0,5.367.0,13/1/2025 21:56,,,5.367.0,,,,,,,
e46d9c1a-4ece-498e-aace-c34fa6a94ee1,Rojie Rojas,https://play-lh.googleusercontent.com/a/ACg8ocIY0N8vFndOgZB3pg72XnQUU07-zvJCRFds6d96o8cmnVocSA=mo,Great,5,0,5.367.0,13/1/2025 21:27,,,5.367.0,,,,,,,
ec9c2f05-c952-4fe8-990f-0ab5e250fd72,syed razali,https://play-lh.googleusercontent.com/a-/ALV-UjVOzFt-9eHCrJaZg1D5ncf2aaZkxUO7TA3U-Wx__hkLQwG-pHTU,GPS Always get lost...intermittent...lousy...in App navigation try to dominate navigation ...but it seem interrupted GPS signal when use others,1,7,5.367.0,13/1/2025 20:01,,,5.367.0,,,,,,,
1b901cfb-ae8a-4d6d-b8a7-db8ede58c94d,Lorop Aikee,https://play-lh.googleusercontent.com/a-/ALV-UjVPYpbtZy8viGC7dDszgs43_qWHUXx1kUfcfabXZ3bA19wOgTc,Ok,5,0,5.367.0,13/1/2025 18:25,,,5.367.0,,,,,,,
cd0563aa-241a-457c-b027-c2cd45ebbec2,Lyndon Stanley,https://play-lh.googleusercontent.com/a-/ALV-UjWZoWN6Pqvk8UvjOfzuYFwi0NGOBqxs9PLQTPRkDopfQNFSfn4V,I couldn't sign up Never showed USA in their list,1,0,,13/1/2025 18:08,,,,,,,,,,
be0974bd-718a-4c81-9fea-6b87e5aad625,Marycel De Castro,https://play-lh.googleusercontent.com/a-/ALV-UjWvEunBVS1uUU_2MNnMQ8NrVU2qKFkDwFARKz8fzfiYICMNv2fl,Okay,5,0,5.367.0,13/1/2025 18:02,,,5.367.0,,,,,,,
229fae2d-12d6-48dc-a3c3-3978cf35a65f,Zuki Sutiyono,https://play-lh.googleusercontent.com/a/ACg8ocLi_CfDuB38P85vZ7sFv5gC0dg5pp7-m9NKamh871CXDwMJgw=mo,good,5,0,5.367.0,13/1/2025 17:21,,,5.367.0,,,,,,,
c2d42127-3c86-40dc-8b88-ef275903027d,Clint Patula,https://play-lh.googleusercontent.com/a/ACg8ocK6LUSMWRGIGjoaXu_X33zfnK3DkksIEey_dKm4X1tUSScqvlcq=mo,Thank you so much Grab❣️,5,0,,13/1/2025 16:43,,,,,,,,,,
8472d7ed-b6ea-4e27-a699-c91a2d25d661,Ko sithu Ksithu,https://play-lh.googleusercontent.com/a/ACg8ocJdBfQUE54pbZYZ3GlflvqPQYf2GVyGeMbE5VBnFP6D0vDv=mo,Good,5,0,5.367.0,13/1/2025 16:18,,,5.367.0,,,,,,,
a938ddc8-bce4-4592-9ae1-023dde4f5af3,Hugo Migo,https://play-lh.googleusercontent.com/a/ACg8ocLeUIDrHF8XdvS7xwwBdNhYxSWJqaEN6Vvg3tiaW-K_tfssmA=mo,Bakit ganyan lagi nalang d ako mapasukan ng booking maaga na nga pumapasok d parin pasukan ng booking pag marami ng rider lalu ng d mapasukan. Unfair naman sa mga ibang rider araw-araw nalang ganito nangyayari,1,0,5.367.0,13/1/2025 11:23,,,5.367.0,,,,,,,
243fe8c1-99fd-4815-bf46-42194896c648,arrif iswan,https://play-lh.googleusercontent.com/a-/ALV-UjVGZrmC_pQh3X5oR6cbBVlXo11V0QxrT0Am6J0IBU7tzVgVaSGc,Nice theme..easy to access,5,0,5.367.0,13/1/2025 9:11,,,5.367.0,,,,,,,
e7c49042-ddbc-4bea-aa2d-bde7efe11044,Julius Ambrocio,https://play-lh.googleusercontent.com/a-/ALV-UjXRPSJNbqrJUVl-zrKA17zDsDgcqQgj_4fLjgZlgZxytZOpE8_4,Ang tgal nmn po mkkuha ng booking hays sayang oras k e 😞😞😞😞,2,0,5.367.0,13/1/2025 9:09,,,5.367.0,,,,,,,
3201e806-da03-4f96-9313-9d819f89a72e,jopher shen,https://play-lh.googleusercontent.com/a-/ALV-UjXl5YPQMxHGgzx0Bvg0iAcC0JCpXCeJhjx4N_erWBFX4w2oqkc,Please make it compatible in my realme c11 phone.. i cant. Download the apps,5,0,,13/1/2025 9:06,,,,,,,,,,
168fdcf0-7d5a-4fb5-a264-ea9e4730a811,Anurag Kapoor,https://play-lh.googleusercontent.com/a/ACg8ocJfpin0qh1rlg4Okd8i4-pzONjBevJt0z2NEd38EOLUNaaIIw=mo,Not user friendly. Cannot change default navigation app,1,1,5.367.0,13/1/2025 7:34,,,5.367.0,,,,,,,
d07bf4ea-a20c-409d-903d-82a29f9aa393,TAN DOT,https://play-lh.googleusercontent.com/a/ACg8ocI4EBcSGS-jPxEnSJ2LneVD7MUKPAtGw5pFLcI-6P21BY0MfQ=mo,什么都要一流，但是系统切是九流。。。🤬,1,0,5.226.0,13/1/2025 6:58,,,5.226.0,,,,,,,
ae7b835b-4721-41a4-b12b-a937643cd63d,ambrocio canete,https://play-lh.googleusercontent.com/a/ACg8ocJbUHGI_vOeT5j3YxljDzRPBfI1irOx2OWCUjFrDOsJOgB6Ow=mo,It's very easy to understand and easy to follow! Superb!,5,0,5.367.0,13/1/2025 6:14,,,5.367.0,,,,,,,
0a39d125-4260-4ca6-a0ca-25cf1c0114ce,ANTHONY SANO,https://play-lh.googleusercontent.com/a-/ALV-UjXhEchmbAQB9b62KwoZOUGBS-HkymTRhpUPeRlnMdTN347xs8cL,Uninspected,3,0,5.367.0,12/1/2025 21:50,,,5.367.0,,,,,,,
9bceb0cb-8b19-4b93-be80-cf4542af8e7a,Akiiie Akiiie,https://play-lh.googleusercontent.com/a/ACg8ocJPhkZgWVc3HHa-dS04aIthhk6rh7RB6JjKorRcbgBCZ5MtxQ=mo,mantap,5,0,5.367.0,12/1/2025 21:48,,,5.367.0,,,,,,,
0cda9baa-2b34-4043-9078-76f6f5054b92,Ranilyn Garcia,https://play-lh.googleusercontent.com/a-/ALV-UjXnHJg41RpP1YMbMLmAHw9Q6I_DZN-iqBnS2FPs3cqIKPTZvg,Laking tulong ni Grab sakin. hawak ko ang oras ko at natitingnan ko pa mga anak ko sa bahay.,5,0,5.367.0,12/1/2025 21:46,,,5.367.0,,,,,,,
a251f3ee-efca-4791-abff-35c2c2a259da,JNinG Stakz18,https://play-lh.googleusercontent.com/a/ACg8ocJtE7kalk_QS_TIxLEmkov6zVL6rTkxUmKh1LXASfMcEbxDtQ=mo,Improve Grab waze accuracy,3,0,5.367.0,12/1/2025 20:55,,,5.367.0,,,,,,,
803bb75c-5504-4f63-aa76-b575cda2ad25,Edo,https://play-lh.googleusercontent.com/a/ACg8ocILhm27_8wQWOL69X8CCoB-JiKarRGcm_JL5UuTBqtLH6Lxww=mo,"Peta bodoh, tidak akurat dan menyesatkan, memaksa orang dgn dalih rute pilihan tamu, banyak yg review TDK d perbaiki, pecat software engineer kalian",1,0,,12/1/2025 20:33,,,,,,,,,,
4e716c7f-467f-4fa1-9829-479b73378d79,Akhi Nizam,https://play-lh.googleusercontent.com/a-/ALV-UjXvrLYMUxt0bw_nbE6kkvfB006UNvevPyghskOqojE4ZJUPB7E,Love this Grab as it helps me a lot to generate income that comes with awesome benefits and flexibility! All I can say is thank you Grab for everything! ♥️,5,0,5.367.0,12/1/2025 19:09,,,5.367.0,,,,,,,
1846f06c-33e2-45f3-a477-bc3f172c3258,Alvin Ee Say Hwa,https://play-lh.googleusercontent.com/a/ACg8ocLSleVoFDAydikNZQ8nEBXQjo3mDtNUpjeTcEX5bEr0-fbwvA=mo,from bad to worse predict this platform wouldn't last long......,1,3,5.367.0,12/1/2025 18:43,,,5.367.0,,,,,,,
03ea24c3-8010-4e16-9f32-436a441a1e6f,Rene Jr Rempojo,https://play-lh.googleusercontent.com/a/ACg8ocLrGiVijUJbKLLIDDNY3TiZc-D0RIVflzS5en-2sXj1nn0V8w=mo,Walang booking!!!!!!!!!!!!,1,1,5.367.0,12/1/2025 17:57,,,5.367.0,,,,,,,
a846cbc3-0e35-49b0-b051-88405182f818,Ridric Noe,https://play-lh.googleusercontent.com/a/ACg8ocJfPzASte61hNwBGI0aWAWNjNsH0EXv251d7vCk45diE6Wgrw=mo,Very Usefull,5,0,5.367.0,12/1/2025 17:48,,,5.367.0,,,,,,,
ff370e48-c8ec-4181-a721-e3169dcc5eb5,Catzilla,https://play-lh.googleusercontent.com/a/ACg8ocLcI6RkGBJ3LPanLYskbx-fXqnqztvyTUo2jn5BoovYUiuy9Q=mo,Worse map ever!,1,0,,12/1/2025 15:37,,,,,,,,,,
76764b4a-d8da-46db-8999-5c7024c49d74,Dandanaka,https://play-lh.googleusercontent.com/a/ACg8ocLLoO2ln_LGSPfSQfGOQG18MN5whM3oP1NrTGYHrJbarO7M3g=mo,Pick up more than 4km but no any driver bonus.,1,0,5.362.0,12/1/2025 15:32,,,5.362.0,,,,,,,
c47f27d8-5c20-4de3-aab8-9c802b10e117,Carlo Paraiso,https://play-lh.googleusercontent.com/a-/ALV-UjX4W1LUf965NtAlVo94MwLN2-_zLAVu3l79ykJmnE44mVKGpyp-,Nice,5,0,5.237.0,12/1/2025 12:49,,,5.237.0,,,,,,,
fb792de3-9960-46c9-ab75-088596d10e21,Saravanan Subramaniam,https://play-lh.googleusercontent.com/a-/ALV-UjVNKv8YNfm8eYXF4xpQ8gSUWOoGcnMu2Xw2zzikb1IkwmDuBlo,Poor customer service and app,1,0,,12/1/2025 12:40,,,,,,,,,,
9c254f2e-23ef-4aca-9d58-6ef0e46f9f34,Petermark Velasco,https://play-lh.googleusercontent.com/a-/ALV-UjXE7dXxCiu0XX_oZfaDaqcRZuF8KkyJAha1FWrRgL599nB7kQE,Late or log my navigation,5,0,5.367.0,12/1/2025 10:54,,,5.367.0,,,,,,,
bb23daed-49e4-4231-bc03-ad55b6e13f9b,kristoffer ryan bayot,https://play-lh.googleusercontent.com/a-/ALV-UjVJfAWmC1ogr1kGZSG3bU6uBp_gcEN-xlRRY27iFaf_0Ntjqw0,"Hi I'm Deaf I still waiting to not update MM transfer to GMM (Cavite) too long so nothing! I need transfer to GMM (Cavite) from MM because I live in Silang, Cavite... They are not consider to help...... So sad............",1,0,5.333.0,12/1/2025 10:06,,,5.333.0,,,,,,,
46731ffa-81bf-438e-84da-084b03b11bfb,Arnel Araquel,https://play-lh.googleusercontent.com/a/ACg8ocLdEEcctSVdxFJnYM-WxhYgqz_lKMKkvcL835Fl-TviFvwyoA=mo,Thank you grab dahil Sayo nabibigay ko mga pangagaylangan Ng pamilya ko,5,0,5.367.0,12/1/2025 9:24,,,5.367.0,,,,,,,
12e2c335-1317-4b67-8571-37f0bd293f50,Angelito Bautista Montaos,https://play-lh.googleusercontent.com/a-/ALV-UjWNANB-6ZiMAJjfxpSKrEZXeSk3P7Cq-E0SXYrnhd5yzzPLKx8,kupal na grab,1,0,,12/1/2025 7:41,,,,,,,,,,
4bc8854f-c492-403c-844c-80ab3034becd,ariq hakeem,https://play-lh.googleusercontent.com/a-/ALV-UjW0vcl3sz2qDPkXoLHlpFsPGTEAk3-fnDjhtE2878RYL9zGu_EJ,Very helpful for grab driver,5,0,,12/1/2025 2:21,,,,,,,,,,
e9f6e19c-ff6f-4e8e-af3e-0b66f784b27f,HENRY LOZANO,https://play-lh.googleusercontent.com/a/ACg8ocJ7adqOE9WkShMcgE27SCvozPrRwmzXCJjtCZQ1ZvX7p_8Eaw=mo,Nice!!!...,5,0,5.367.0,12/1/2025 0:03,,,5.367.0,,,,,,,
60a6315c-3896-4f8e-935a-32a8c16b86d3,alfian astejar,https://play-lh.googleusercontent.com/a/ACg8ocK-H8h9J-ShFNaXrtpLqdKSNmajWBsrEZhylYlsFTv1ihXF2A=mo,Thank u so much,5,0,,11/1/2025 21:53,,,,,,,,,,
f22708d0-58fe-483b-81bb-529c098b203a,syed erol,https://play-lh.googleusercontent.com/a/ACg8ocJoV1NfC4ug8MWylsoig9Z752WLlH5xrhyx8DmFR5vVXqMCKw=mo,Bagus dan terbaik untuk mebantu orang lain,5,0,,11/1/2025 20:30,,,,,,,,,,
48c7cde4-005d-456f-a878-c9f0984ab120,Lim Ratha,https://play-lh.googleusercontent.com/a-/ALV-UjW1rZ0j8tBW8MZDg6Cc5i7Zgg_mjGdEZuow6e6HUjbuJ9hYarzS,Good,5,0,,11/1/2025 18:43,,,,,,,,,,
81b60645-c78e-4088-b6d6-43869577ed4f,Karim Abdoellah,https://play-lh.googleusercontent.com/a-/ALV-UjWNzf6Z1JRBnfUQxsJiwsiZJm72YAoDPE9TecYcm4ONvStjRtk,"Yang kerja di lapangan bukan karyawan tetap grab,tetapi mitra. Mulai dari harga (tarif) , penggunaan map, kerja sama dgn bl#e bi#d, semua nya merugikan mitra. Kalau untuk jadi customer , grab msh menguntungkan. Kalau untuk jadi mitra, tidak menguntungkan.",1,0,5.367.0,11/1/2025 18:29,,,5.367.0,,,,,,,
2b79a48d-bb8f-4f51-82ac-e577e232ab95,KO HTWE,https://play-lh.googleusercontent.com/a/ACg8ocILaOaShZqPbKiWBEUhkL5YE20LZHofUtmG27tU6DIjGfX1JQ=mo,ကျေးဇူတင်ပါတယ်,5,0,,11/1/2025 18:05,,,,,,,,,,
9d8e40da-5ed5-47e9-8e6d-4971ceae7ce1,Muhd Akif,https://play-lh.googleusercontent.com/a-/ALV-UjXo_kaBeDcjRpVfDhVQiZKQzlW0fy4Wos9EJAxvpFiUA7Kl_wc,Saya sayang grab🥰grab sumber rezeki saya,5,0,5.367.0,11/1/2025 17:19,,,5.367.0,,,,,,,
455be90e-1d79-41fa-ade5-3d4dee63ca4f,Aung Min Htun,https://play-lh.googleusercontent.com/a/ACg8ocLnpvzqm_BpBiMnnaTu5mts5YM85RVg0IhInM6EUB77rv8vVg=mo,Very good,5,0,5.367.0,11/1/2025 17:11,,,5.367.0,,,,,,,
cea6220b-77a0-42b4-a111-228906d4ef88,Hazim Malik,https://play-lh.googleusercontent.com/a-/ALV-UjW8s8SqBW8jGxs1Pcy-KJ3wp55vqBkKo2FLsFyeAivE1Wkxi1M,"Star rating is unfair and oppresses drivers. Customer senang2 bagi 1star, x pernah mintak bukti kukuh.. x selidik, x tanya driver punya feedback, tau2 bagi warning je.. klu disciplinary team x reti buat keja, ambik aku keja je la jadi ketua.. biar aku bentangkan SOP yg sepatutnya buat sebelum ambik tindakan.. senang2 duduk dlm ofis ber'aircond'.. dpt report, fake report pun.. konon buat kerja, just ambik tindakan dkt driver.. x selidik apa pun..",1,1,5.233.0,11/1/2025 17:03,,,5.233.0,,,,,,,
6aa588c2-3c6b-4f28-b293-8e41ac993276,Stpen 2,https://play-lh.googleusercontent.com/a/ACg8ocISiQstemceVk4sYVaO6_Qv6EwtfP_bHuM5_bxPJQ9BfLnY7A=mo,Unuseful,1,0,5.367.0,11/1/2025 14:46,,,5.367.0,,,,,,,
62626330-0625-4d38-bff3-d0895b2239d1,dennis ganzon,https://play-lh.googleusercontent.com/a/ACg8ocJWBq2f9hyizYMQu8xYLMu_gbwxOmcCShy0kl51wTahxavCrQ=mo,thank you Grab,5,0,5.367.0,11/1/2025 12:50,,,5.367.0,,,,,,,
0c920304-826c-47fb-b645-a1be1b939631,Syahdani Nurmala,https://play-lh.googleusercontent.com/a-/ALV-UjXQAv128AgdZ3XQ4aQnY6_7SJqg23sbQ2RodMXqDnJQdOUl0oE,"Saya senang dg adanya Aplikasi OnLine yang dilakukan oleh Grab krn bisa sebagai pembuka, membuat lapangan kerja baru, dimana juga bisa sebagai penghasilan tambahan jika sdh mempunyai Pekerjaan yang pasti tapi msh kurang dalam hal mencukupi kebutuhan hidup yang makin besar",5,0,,11/1/2025 11:47,,,,,,,,,,
8c4b024e-6e94-4469-9e08-a9759bd2709d,Zin Myo Tun,https://play-lh.googleusercontent.com/a/ACg8ocJpbu9uTrJcmNCmX_iJN1I5uMlP70BkgMSa90QI3qPCw9L5rQ=mo,good,1,0,5.367.0,11/1/2025 11:17,,,5.367.0,,,,,,,
cbf02875-4b95-4c47-9107-e5d8c163dc8e,Rufino Fortuna,https://play-lh.googleusercontent.com/a-/ALV-UjWFdBP8rnIIxiJ5GpWB4hUbew-HDurgQ2gAHSyokUh7x2lg-V4,good,5,0,5.367.0,11/1/2025 9:39,,,5.367.0,,,,,,,
b364181c-6d88-401e-a691-7d5a363c0fa4,Zaim,https://play-lh.googleusercontent.com/a-/ALV-UjWqpi5nYe1AJ6MmeRPXYav4kaUA_oX0NUnYRjReN2wLVlWIaRyB,Nuh uh,1,21,5.344.1,11/1/2025 9:02,,,5.344.1,,,,,,,
753a3907-e335-496f-b5d7-b345a5bbb431,Hong F.S.,https://play-lh.googleusercontent.com/a/ACg8ocKB86zMxD3j5Gtz1SbE3b0wKGSJ7MqP50a8xUAbnuTCNiqKlQ=mo,"Grab navigation suggest shortest route always start with opposite of car driving direction, included unpaved road or country lane that only one car can drive through. Toll charge not showing in the map route. Hope Grab can keep in mind that, this is navigation for car and not for motorcycle.",3,0,5.364.0,11/1/2025 7:41,,,5.364.0,,,,,,,
9344d820-fd84-4129-8dd5-46667ab4eaa7,Randy 27,https://play-lh.googleusercontent.com/a-/ALV-UjWIlJkOPGNB15Aph4URU-zXI-5HWq2WLmk6bnOYeAYCQatW2XS0,A LOT THINGS QUITE GD BUT THE ORDER IS 'HORRIBLE'!!!!!,1,0,5.364.0,11/1/2025 4:57,,,5.364.0,,,,,,,
f73e7bd4-b2f3-4369-bdc0-098c51528d83,Kong K. M,https://play-lh.googleusercontent.com/a-/ALV-UjXGzQ2f9CpIfM3E9zFrfEDfBbWmP1RCz__75mc9Cd4YvAHHzC9u,Poor GPS Slow CS replies Help centre complicated platform to reply. Poor IT and CS feedback on Problem solving on booking completed and Your Reference Only. Slow solving problems on errors for missing jobs that we have completed. Estimated lost missing jobs completed around 20 plus per month. No recovery and poor feedbacks. Poor GPS tracking with wrong turning side,1,1,,11/1/2025 2:08,,,,,,,,,,
feadf4e8-287d-4b70-8704-4b6359309664,Farid ilham,https://play-lh.googleusercontent.com/a-/ALV-UjWsZljFsKKqa6gDZZYp1obU9Fn0nd1puFsxCj8mHscVoAT_PsBDNA,Gacor kang,5,0,5.364.0,11/1/2025 1:17,,,5.364.0,,,,,,,
219fbba7-c98f-4420-88f8-32d23e61690b,Zahari Aris,https://play-lh.googleusercontent.com/a-/ALV-UjXfFre_X7WiNuxUqsjy96f7PgDzzc1xwdw9EFRs3AfZU6fUARg,The app is user friendly,5,0,5.367.0,11/1/2025 1:12,,,5.367.0,,,,,,,
af9bab01-020b-4d9b-8bbb-2e1d76e863c6,Kris,https://play-lh.googleusercontent.com/a-/ALV-UjXNtRUBYYrNpgIc2Tbn6KG3M2YaN52bIDu5lUtZBSnNLHm8J8qW,Easy to use and user friendly,5,0,5.364.0,10/1/2025 20:20,,,5.364.0,,,,,,,
